Formula,Is Metal
Sr2CdAu3,True
Ba3Ge5,True
Zr2Al3C5,True
TlPbI3,False
Er2(Ga3Rh)3,True
CrFe,True
Sr3U11O36,False
H42C48Xe(ClO2)3,False
Nd6Cd(GeS7)2,False
Sb2S19F12,False
Sm(SiRu)2,True
Lu3BC3,True
Sr6Nb7O21,True
Ho4HfAl15,True
SmAl3(PbO4)2,False
NdGeRh,True
Li13Ti22O48,True
Na8Nb4Si16O53,False
Pr(TiAl10)2,True
Eu2I2O,False
Er2Ga8Co,True
Tl3S2O9,True
K2U2MoO10,False
MgZn4(Fe2O5)2,True
Na6Mg4Ta20Si21(S5O48)3,False
K6Be4C6O19,False
S7N,False
Pb(IO3)2,False
Mg2Nb2CrO8,False
MgAlCrS4,False
UH16C4(NO3)4,False
Hf2MnIr,True
Na2Ti4O9,False
Ta3MnN4,True
CaDyHg2,True
KGdHfTiO6,False
Zn35Cu17,True
Li2B,True
La7ScAl8O24,False
CsIrN2,True
ScTa3(PO4)6,False
KB(CO2)4,False
Eu(ZnAs)2,True
AlB6H6(CCl3)2,False
CdH9C3SBrCl2O,False
Na5Ca2Ga2P3(SO8)3,False
Na3Np,True
Li4ZrO4,False
Hg2Sb7H2Xe3F59,False
Li6Ca12Mo4N16O3,False
Eu3(GaAs2)2,True
PtS2(NO2)4,True
NiBi3,True
K5Ce2H2S6O25,False
BaBi12Mo5O34,False
Mg3B(HO2)3,False
CoP2H24C8S4NClO4,False
Sm2Au5F21,False
Mg3Mn2(GeO4)3,False
MgC2S2(OF)2,False
Pa3Zn,True
K2Si(S2O7)3,False
La4FeS7,True
LiBi3(IO2)2,False
KU2(B5O12)2,False
MnNi3(PO4)4,True
YGa3Ru,True
PuB4W,True
V2MoS4,True
BaBAsF10,False
Sr9(CrN4)2,False
Ni5O7,True
TlAgF3,True
NdBS3,False
CaWF5,False
Na6Ta2Zn4Si3(SO6)6,False
HoLu3,True
Ho12(MnC3)5,True
Ba2YPaO6,False
Er13Zn58,False
K2CdO2,False
Na3U6CrF30,False
Na5Li(Mo3O10)3,False
BaSr3Mn4O12,False
Lu3Mg2(SiO4)3,True
Co4H,True
K3Mg18Pb11,True
CsKMg6O7,False
Tl3Fe,True
NaLaNb2O7,False
Na3ScSn3(PO4)6,False
Hf2Hg,True
CuAuSe4,True
ZnH14C2(N2Cl)4,False
Na3NbHO2F7,False
CaC12,True
PrTl2InTe4,False
KSmGeSe4,False
Ca2TbSbO6,False
Be2PtRh,True
Ca3Al2(GeO4)3,False
Pb3BrF5,False
MgWBr4O,True
Cr12BP3,True
Ca8P6O29,True
VSiO3,True
SbTeRu,False
Dy4Ge6Ir7,True
LaB5IO11,False
K2NdAgI6,False
La2Te(MoO7)6,False
NdSiO4,True
Y3Tl,True
Lu2CuRu,True
Na6Ca3Si2Ge(SO6)4,False
Ba2Sm(CuO2)4,True
Mn4FeO5,True
MnVP2,True
Na2CaTi3Si2(SO6)4,False
TeC2(NO2)4,True
K5Ag(NO)2,True
Li2Mn3ZnO8,False
Ho4MgCo,True
KTbP2H4O9,False
NaCaH6Ir,False
CoNi3,True
KBa7Al15Si17O64,False
Sr3Co2Cl2O5,True
PRuC4(OF)3,False
SeBr3,True
CsLuCdTe3,False
AlBr3,False
Mn3Si3O10,False
Mn(CdN)2,True
K2Cd(AuS)4,False
Na3GeTe3,False
B11H18C4S2NCl,False
Eu6Mo10O39,False
MgZr(SO4)3,False
LiLa2Mn3O9,True
Cs2LiIr(CN)6,False
YTm3(SnPd2)4,True
H2Pb4SO8,False
K3HPtS2(ClO3)2,False
ReSF4,False
La2MnFeSe2O3,False
Gd2ReO5,True
Li3Ag3Ge2,True
V2Fe2Pb(O4F)2,True
ZnFe8Ni3O16,False
Ba3Dy2MoO9,False
NaCaFe(SiO3)4,True
NaBe(BO2)3,False
BaV8O21,False
LaNi9Ge4,True
Sr4PtO6,False
Na10Sc2Nb6Si11SO48,False
K3SiF7,False
CsY3O5,False
Cs3AsBr6,False
Cs2CrH8Cl5O4,False
KHo(SO5)2,False
MgCoBi2O7,True
MnCo(BiO3)2,True
Na3Hf2Zr2SiP5O24,False
Ca2LaF7,False
Sr3InP3,False
Li12Mn7V(PO4)12,False
Mg14CuCO16,True
NbAlCo4,True
Ca3Cd2,True
Y(GePt)2,True
EuTaNO2,True
HoTiClO3,False
BiPtPb3,True
C11F7,False
GdInAu,True
Er3FeSi3,True
Hf(Se2Cl3)2,False
Cd2PtAu,False
Ho6Mn4Al43,True
Pm2ZnSn,True
BaSrSi4(NO)4,False
Sc3(Si2Ni)2,True
SrIn2Pd,True
TmIn,True
La9Lu11(GaO4)12,False
Sr3CdPtO6,False
TmAl3,True
HoCo3Ni2,True
Na3Sc2Ge2P5SO24,False
Ho4CdRh,True
Tb2SiGe,True
Na3DyBr6,False
KGdPdO3,False
BaZr(SiO3)3,False
NaAl3Zn(SO4)6,False
ScPRu,True
CeGeBi2,True
K3NaMnCl6,False
CaB2(H6O5)2,False
Na3Nb8Zn4P15(SO24)3,False
Ce2Mg17Ru4,True
Tm2C,True
Li4FeP6(H4O11)2,False
Cs(FeSb)2,True
Cd4P6SN12,False
Ho2Mn12P7,True
K5Na3Cu8(S2O9)4,True
MnPH4O5F,False
V2FeMo,True
Na4La2Si2SO12,False
Dy4Mo4O11,True
RbSi2N3,False
K3ReMoO8,False
Li4V2Ni3Sn3O16,False
Zr6FeTe2,True
GdMg3,True
Ce(BIr)2,True
NdMg,True
Ca7TiN6,False
RbNb2PS10,False
Pm2GaSn,True
Li2NiF4,False
Pm2IrPt,True
NaMg3Ta(SO4)6,False
Sm3PO7,False
NdAs2,False
K2NaPrBr6,False
TiV2O7,False
SrZrF6,False
Hf2CrIr,False
LaHoIn2,True
HoZr,True
LiV(GeO3)2,False
SmMoBrO4,False
Ba2YMg(CuO2)4,True
YWBrO4,False
Cu2C3NCl5,False
Cs2Sb2C4O9F4,False
La3AsI3,True
Ca5(VN3)2,True
CaGd2BeO5,False
U5Re3C8,True
In3BiTe4,True
Nd3Si11Pt23,True
Pt3S3NO14,False
Dy3Si4,True
U2Co3Ge,True
KMg6BO8,True
RbYN4,True
LaGaNi4,True
Li4Fe3Cu3(SnO8)2,True
Al3Co(PO4)4,False
Re3S4O8F,False
HfZnCu2,True
LiSb2P3O11,False
KNiF3,True
Li4Mn3V2Fe3O16,False
CsTlBr4,False
Na2In8SiS11O48,False
PmSm,True
CeFeSb2,True
Na10Y4Zr4Si7S5O48,False
Sc2AgPb,True
Rb3NaTiO4,False
La2Fe2S2O3,True
Na2Zn3Sn(SO4)6,False
NdAlH6,False
YAsO4,False
YTmZn2,True
NaAuCl4,False
Y3NbP2(SO6)4,False
Pr6N8O33,True
Pr3Pa,True
Tm5Ni2Bi,True
CdPt3O4,True
Ca2Hf7O16,False
Na7Ti3Nb(SiO4)6,False
Ni3C,True
Na5Ti2Si3Ge2(PO8)3,False
Dy(FeSi)2,True
Ca3PI3,False
PaCdPt2,True
Na4H2RuN6O13,False
Y2Fe2Si2C,True
Zr6Ga16Ir7,True
BaTe2Mo2(HO6)2,False
LaP2H2(WO2)3,True
Hf2CoNi,True
Mn3Ga3N5,True
Nd3Ni2Sn7,True
K2NaZn(BO2)5,False
Li4FeNi3O8,True
Sm(NO3)3,False
LiPm2Pb,True
ReMoW2,True
Nb2TcW,False
ScCuS2,False
La2Sb3Au,False
MnSb3(PO4)4,True
CuTe(PO4)2,True
Rb2PbO3,False
La2SbAu3,True
K2UCoP2O11,True
TaSN,False
Pm2ZnGa,True
HfBr4,False
Tb4In5S13,True
NpSn3,True
Li(CuN)3,True
TiTlWO5F,False
H7S2NO8,False
Nd3S2Br5,False
Si2N3,True
BaFe2S3,True
Li4Cu3TeO8,True
K2La6OsI12,True
Lu2N3,True
Ce6Ge9(BO15)2,False
Cs2GeF6,False
LiMg2Pd,True
Ca4In2N,True
AlAuO2,False
LiAlPd2,True
Tb2CdS4,False
HfTl2Fe2(MoO4)6,False
Li4Ti(Co4O9)2,False
Rb3MgNbO8,False
Rb6Na4Tl13,True
UCuO4,True
Nb6Pd2Se15,True
Ca11Bi10,True
Th5C4,True
TmSn2,True
V4FeO12,True
Hf2ReTc,True
MgH3,False
C2S3I,False
Y2Br2O,True
TeSO5,False
TbMg,True
K2U3H4(O3F4)2,False
TiSF,True
Sr3Bi3N5,False
PrSiPt,True
Cd(PN2)2,False
K3PO5,True
Ca2YAgO5,True
Eu2InHg,True
NaNbAl(PO4)3,False
Rb7NaGe8,False
ScNiBi,False
NaCr(GeO3)2,False
CaPmMg2,True
Hf2U,True
Cr2Fe3Sb(PO4)6,True
K(SiO2)2,True
Na6Si7Sn8S5O48,False
Tl4Ag18Te11,True
Zn(Ni2O3)2,True
Li4CoSn3(PO4)4,False
LiErSn,True
KNb4Ag(PS10)2,False
Sr3(GaO6)2,False
Pr3InO,True
ErCd6,True
Mn3Al4FeP4(H4O7)4,False
NbSI,True
Lu3Ga5,True
Ba2YW2F11,False
K2GdNb5O15,False
Co3Bi,True
K2RbNdCl6,False
Li6NbCr3(PO4)6,False
Ba8Dy3(Pt2O9)2,True
CaEuYSbO6,False
Tb7NiI12,True
NdBN2,False
Sm3Sb4Au3,False
Ba2Ca3Tl2(CoO3)4,True
Sr4Ta3PO14,False
Cd4HgSe5,False
Ag2AsS4N,True
Hf6Be15Co8,True
Li2CdGeS4,False
Ga3Sb7(S4Cl7)2,False
K4Nb15O24,True
MnH8(ClO2)2,False
Na3SbP2O9,False
NaNiO3,True
Rb21Tl7(Br21O4)2,False
LuInPd,True
TbB2,True
LiMgCr7(SO4)12,True
CaFeSi2Rh,True
Bi4RuI2,False
ZrSb2,True
CaSnPd2,False
Cs3Na2SnP3,False
Rb2Hg(BSe)9,False
Mg2NiW3S8,True
Rb2HgAsBr6,True
KBOF2,False
Ba2Bi3O7,True
MnH16C4S4(N4Cl)2,False
Li3OsN2,False
ThUB8,True
Cs2LiNbF6,True
Mg13Al14,True
Be(H2N)2,False
ThCdCu2,True
Ba2ErGaSe5,False
ScGaRu2,True
K2AgPdF6,True
CaCd2Ag,True
Ca2CuH6(CO2)6,False
Na12Mg4Nb2Si6(SO12)3,False
Cu3PO7,False
Ba9Sc2(SiO4)6,False
K2TaAgF6,False
TcW2C,True
ZnCr2O7,False
SrSnHg2,False
Na3Mg3GePS5O24,False
NpC,True
Li7P3S11,False
Zn3InGaO6,False
KTbTi4O12,True
Na2Mg(Cu2O3)2,True
Sr2Ca6TiMn7O24,True
CaNi2,True
V(PbN)4,False
Na3Hf2Al2P5SO24,False
Na10La7Ta(PO4)12,False
NaHf2Sc2P3(SO8)3,False
AgAs(S8F3)2,False
NdMg(NiH)4,True
SrEuZrGeO6,False
FeNiB,True
Sr2Ca6Mn7FeO20,True
Li4V3Sn3(TeO8)2,False
InCuRh2,True
UH14C6(NO2)6,False
Sr3W3N5,True
GaCuGeSe4,False
Cs2ZrFe2(MoO4)6,False
NaFe(SeO4)2,False
Lu3Ga,True
Na8La2Si5Sn2SO24,False
Sm2In8Co,True
NaNbSe2O7,False
PmDyCu2,True
Na6Mg4Nb20Si21(S5O48)3,False
Al2Os,False
Ce(GeAu)2,True
Na21Ta8Zn4Si15(PO24)3,False
Hg2P2H6O7,False
NiMo2P,True
U2CN,True
In2CuAgSe4,False
DySe2,True
TlZn3,True
LiIn,True
Li3Gd3(TeO6)2,False
PmCdAg2,True
PrSb2Pd,True
UCu5Sn,True
Ba2AlTl,True
Eu3Au2,True
Sb3W,True
KLuTa2O7,False
PuU4N5,True
Nd4Mg3Co2,True
CeAl2Pt3,True
ThPbI12,False
Gd2ReC2,True
BaNb5O8,True
ZrTl2PbS4,False
La3TiGa5O14,False
NaTiGaP2SO12,False
Sr2YTi2TlO7,True
Ca7CoN6,False
K4Hg3Ge20,True
LuNiPb,True
SrV7N10,True
NaCo3P3(HO6)2,False
Rb2NaGaBr6,False
In3Ru,False
KPdF3,True
GdY(WO4)3,False
Li5Fe4(PO4)4,False
Rb2MoO8,False
Ba9La9Cu9Ru9O46,True
NdMoO2,True
BaSr7Mn2(Fe3O10)2,True
Ba3V4ZnO14,False
Ag2SnBiSe4,True
Zr2AlN,True
VSb2NCl14,False
Eu(CuSn)2,True
Ba2Bi2F11,False
CuRu3,True
SbMoOF9,False
Fe12O13,True
In5Pt11,True
Eu3(GeIr)4,True
Rb2YInF6,False
La4Al5Br2,True
SrEu2Al2O7,True
CoH18C4N7O8,False
SmInAu,True
Na3Si3SnO9F,False
LuTh(BRh)8,True
KLaS2O9,False
UPd3,True
Li2SnHg,True
Na2Si3O7,False
MnReO4,True
V2Fe3Co(PO4)6,False
Ba2CaCuNi2F14,True
Li6ZnO4,False
CaSmMg2,True
Hf9Mo4S,True
Cr(CO)6,True
LuNi4B,True
Ho5Pb3,True
MgAlCr3FeO8,True
Ba(LuSe2)2,False
Cs2Te3As,False
Mg3C2O7,False
SmFeC6(N3O2)2,False
Nb4Co(CS2)2,True
CaMgAg2,False
CeSiRh2,True
Fe(GeO3)2,False
Ba2La2MgZn(WO6)2,False
Mg2CoW3S8,True
CsTiF4,True
K2TcI6,False
CeZr4O10,False
TbHoFe4,True
Ag(Te5Au2)2,True
Mn5(SiO5)2,False
Y2B6Os,True
Ba13Bi11O36,True
CdCo3(PO3)8,False
LiZn2Pt,True
Sm3GaC,True
DyMnFeO5,False
NaCoPH10CO10,False
Na3Y3TaP5SO24,False
Na7MgSi3Ge3(PO8)3,False
KSm(SeO4)2,False
Ba5P3BrO12,False
Mn2Cu2AsP,True
Ba2ZnFe2CuF14,False
Tm2NiAs2,True
Cs2PtC2,False
ErCdPd2,True
Mg(WS2)2,False
LuPO2,True
Sr10P6BrClO24,False
UBO3,True
ScCdAu2,True
CsCoH24(C7N4)2,False
Er4LuNi10(B2C)5,True
Sc2SO2,False
Li3B3(H8N)2,False
LiZn2Co,False
Ba2MgVFeO6,False
Ho3ScO6,False
Dy4CdPd,True
Ba6Nb4S13O3,False
Sm2AlZn,True
Rb2Al2B2O7,False
Mg3Si3(SbO6)2,False
Sr2La3Ti2Cr3O15,False
CdP2H6O7,False
Pd4Se,True
TbFe10Mo2N,True
Nd(BrO2)3,False
PrGePt,True
NaTi8O13,True
CsSnPS4,False
KZrMnBiO6,False
CaPS3,False
Al2Re3B,True
HfTaRe2,True
LiFe23O32,False
Sc2GePd,False
Rb2TaTlF6,True
Ca2Co12P7,True
LiFe2P3O11,False
Na2H6PtC4N4O3,False
Ca4Ge3O11,True
CaSm2O4,False
SrAs2F12,False
CuOsN2,True
Ba3In2Cl2O5,False
ErTmIn2,True
Na10Zn3Si6Sn5(SO8)6,False
Zr6Al7Cu16H9,True
TiC3,True
NpI2O9,False
Ta2ReIr,False
Li4V7O9F7,False
La3BeSbS7,False
Tb4MgGe4,True
Er3Co6Sn5,True
Mg2Mn3InS8,True
CrCuSnSe4,False
ZrMnO5F6,True
SmSi2,True
BaLaAgTe3,False
Tl3Cr4AgO14,False
Nd2ZrS5,False
B2H26C8N20Cl2O,False
SrV3P4O17,False
Tm4Ge6Os7,True
Ca(ZnSi)2,True
Na2Si2Sn2SO12,False
BaYMn4O7,True
InP3(HO5)2,False
Ba6Y2Fe4O15,False
V2NiH24(N4O5)2,False
AsS7IF6,False
Nb5Si3N,True
Li4Co5CuO12,False
Li2Co4O7F,True
CaCo2S5,True
Pr2UP3,True
Y4MgPd,False
Na3MnN2,True
LiB2SbO6,False
Na6Mg2Nb4Si3(PO6)6,False
Li12CoNi3P4(CO7)4,False
SbH12C2N6F5,False
Cu2Te2Cl2O5,False
EuAsPt,True
Li4Ti4Mn4CrO18,True
LiCoOF,True
Li5Mn12O24,True
MnV5H20NO22,False
Bi6Te10Pb,False
Y2(InSn)3,True
CsTa6PbCl18,True
Na6In8Si3(S3O16)3,False
Er2(SiPt)3,True
Eu2CdSn,True
NbH2,True
KMoIO6,False
LiSm2IrO6,True
Ge7N2O15,False
Mg2VIrO6,False
Sm3Fe5O12,True
Ce4UO10,True
Ca11(CN5)2,False
Ti(CoO3)2,True
AlH20C2S2NO14,False
Li4GeO4,False
UH16C3N4O11,False
Nb4Zn2P6(SO12)3,False
Sm4CrFe33,True
RbGa7,True
Pr2Ga12Ni,True
La4CrS7,False
PuMnAl,True
Be3Si3(WO6)2,False
Cs2NaPbF6,True
Pr2H16S3O20,False
Ba3NdIrRuO9,False
NbH4,True
UGa5Os,True
TmP5O14,False
PrHg3,True
Mg(CuS2)2,True
Li3CoN2,True
Rb8Cu6As8S19,False
K4MoC5N6O,False
As2HPbF13,False
K(FeSe)2,True
Ce2ZrS5,True
HoZrF7,False
SmMg2Ag,True
Er2V2O7,True
Na3Mo2N5,False
Mg14BC,True
MgPbN2,False
Tb23Cd4Rh7,True
NbAl2(SeCl4)2,False
K2MgFe4O7,False
EuIrO3,True
La4Ti5(Si2O11)2,True
EuGeAu,True
GdZnRh,True
TaFeSb,True
Rb3Ce2(NO3)9,True
LiLa6Mn3O14,False
DyCu,True
MgCr4O10,False
Na5Al3Si3Sn(SO8)3,False
Nb4B20Mo11,True
SrGd2Co2O7,True
NbCu3(SeS)2,False
Sb3Pb,True
Rb2LiDyCl6,False
Pa3Te,True
Li3MnN2,False
Na2Cr2H4O9,False
Na5CoCO5,False
SnN,True
Na2PdCl4,False
Ca3Re3N5,True
HoSc(BO3)2,False
SbCNCl8,True
K4Sb2O3,False
Na6Ta3In5(PO4)12,False
Li4Nb5V3O16,False
DyIn5Rh,True
Cu64O,True
NaAgTe5O14,False
Na2LaCeTi4O12,False
ThTc2,True
SmErTl2,True
PrAg,True
Na5Sc2In2P5SO24,False
KLiPH2O4F,False
RbNaS,False
Tb4Cu7Sn11,True
Ba2Li3Y3(MoO4)8,False
CaH12C2N7ClO6,False
Nd12(MnC3)5,True
Cs2LiMoBr6,False
CaH4C4(SO)4,False
Cs3SbS4,False
Ba4CoNi3S8,True
Li4CrNi5(PO4)6,False
Cs2ZrAl2(MoO4)6,False
Cr2(CN2)3,True
BaV(AsO4)2,False
Na5Dy4Si4O16F,False
KNa3Al12H24(SO7)8,False
AlFe3C,True
ZrP2NO8,True
La5TlTe8,False
Ta2NbTeI7,False
Sc8B8As3Rh20,True
LiRuO2,True
Y2Cu3,True
Ba2Ag8S7,False
PuB4ClO8,True
P6Pb5O11,True
LaPPt,True
Li3LaBi2,False
KTcCl3,False
ThTe3,False
Mg2Co12P7,True
U2AlCo2,True
LiCu2Pd,False
Na10EuSn12,False
PrBeO3,True
UTe2PbO8,False
SmGe2Ir,True
Rb2Al2Si3O10,False
BaW6O19,True
KNdNb2O6,True
CsSmI3,True
Ho3P,True
CsRb2YCl6,False
TiCrAg,True
Ta2Al3V4C3,True
TmFe4B,True
Cr3Pb5ClO12,False
Li2Mn3P9O28,False
Os5C15SO15,False
Na4H4PdPt,True
Sr2TbVO6,False
Sc2MnB2Rh5,True
Li2LaSn,True
SrNdDyMnO6,False
CsPO3,False
CaEuSi4,True
VCuRh2,True
PrCl3O7,True
SmMg2Ti3S8,True
Cd2Cu10Sb4S13,False
AgI2,True
PrTaTiO6,False
NdMg5Ni,True
BaNiC4Br,True
Li5FeO4F,False
TbScSi2,True
MnH30C6Se5N6,False
PW12O43,True
ScAgO3,False
K4Mg(WO4)3,False
MgVSF5,False
LiHoGe,True
NaZr2ZnF11,False
La7SmCo5Cu3O20,True
KNdZrFeO6,True
Li3Er(NO3)6,False
Ta3Cr8Si,True
LaNd3(GaO3)4,False
NbAgWO7,True
Ba3Nd3Co6O17,True
TaCu3Te4,False
V2Co(HO2)4,False
Cd2P,True
KPtO3,True
FeP2(H4O5)2,False
CaMg(PSe3)2,False
YCu6ClO8,True
Tb3(Ge3Pt2)2,True
Cs3Sc2Br9,False
MgTlCu2(SeO5)2,False
Ti3Sn7O20,False
DyWBrO4,False
CaTe3O8,False
SrVSnWO6,False
NaYSnP2SO12,False
Cs2RbGdCl6,False
SrNdAl3O7,False
Al2IrRu,True
FePd2,True
Li4Nb3Ni3(TeO8)2,False
LiBPt3,True
BaInHg2,True
TbNiGe2,True
K4Sn9,False
K2Na4Be2O5,False
Li10Mg12Fe(PO4)12,False
Ho4Ga12Fe,True
K2Cr4Co(HO4)4,False
BaNd2ZnS5,False
Ge3PbO7,False
Li(H3N)4,True
Zn2PdO4,True
Nd2Fe14Si3,True
SrEuHfSbO6,True
LiNiP,True
ThSiAu,True
LaNi5H7,True
CdNi3N,True
K2SnBi,True
Na2HfZnSi(SO6)2,False
Na4Co(MoO4)3,False
RbDyBr3,True
Ce2MgZn,True
Tl3BiCl6,False
Fe2AsS3,True
Ce2Fe3Rh,True
TbFe11Re,True
Li2Fe3Co5O16,True
SrAlSi4N7,False
LaCeNi10,True
SrEuInSbO6,True
Pr2CdCu2,True
CoH2PbN3O8,False
Na5Sc(C2O7)2,False
K2WC2O9,False
InSbS3,False
NdHoZn2,True
Mn3SiN4,True
Na2HgBi,False
TiP2(S4Cl)2,False
LiMnTe2,True
Na2Zn(SO4)2,False
CeAs2Au,True
YAsSe,False
P2SN2(Cl3O)2,False
PrMnCu10,True
Ca3In3N5,False
InCuNi2,True
Er4Ge6Os7,True
SrCaHfWO6,True
Ca2Ta4P6(SO12)3,False
GdCoSi3,True
As8H2CS10(N10Cl)2,False
BaNaEuMnO6,True
KS3,False
DyGeAu,True
Li2In2GeSe6,False
CeNiP,True
UB8O17,False
GdAlNi4,True
Na21Mg10Ta2P15(SO24)3,False
Ce(ClO4)3,True
NaTl2Au,True
Tm2ZnPd,True
Co2H34N12Cl3O10,True
Na4ScNb3Si4(PO12)2,False
Y2HgAu,True
Ni2N11Cl8,True
Mn3FeNi2(PO4)6,True
NbV2Fe3(PO4)6,False
K2Fe2Co2C12N12O,True
LiTi(SeO)2,True
SrCrSnSbO6,False
K3Nb2CuSe12,False
CsLa(WO4)2,False
CsH5S2(NO3)2,False
Rb3Cu2(BiS2)5,False
Na8Ca3Hf(PO4)6,False
Ba(CO)4,False
Li6Ti3Cr(PO4)6,False
Sr2MnP3O11,False
MoS2N2Cl5,False
Cs3BN2,False
TaH24C8N4Cl,False
ZrTiAs,True
Ba3Ga2(Ge2O7)2,False
Te6IrI3,False
SrGa2(GeO4)2,False
Na6CuP4(H13O15)2,True
LiFe3(SiO4)2,False
Nd2EuS4,False
SmErNi2,True
Zn3Sb2O7,False
K2Pb(SO4)2,False
Tb5Zr3(Ni4As3)4,True
NaPt3O4,True
HfSiRh,True
Ag3P11,False
SiPt3,True
AlInSe3,False
Li3Fe(CuO2)4,True
Sr(CuSi)2,True
CaPrHfFeO6,False
Sr2BBrN2,False
Ni(NO2)4,True
Sr4Cu3NiO8,True
Sn3BrF5,False
Na3CaAl4Si8ClO24,False
NaMo2(P2O7)2,False
UCu2(PO5)2,True
Na3CaFe(SiO3)8,True
ErMn6(Sn2Ge)2,True
CsSn3,True
CsS2(O3F)2,False
K2Na2NbW3O10,False
TaSnS2,True
YMgZn2,True
PuH2,True
FeC7(O2F)2,False
NpH4ClO4,False
Na6La4Ta4Si7S5O48,False
ThSi2Ni,True
MgCoSiO4,False
Pu2InRh2,True
Ce3Zn11,True
FeS2O9,True
Li4Mn5Co(PO4)6,False
Li2Pr5Sn7,True
Na2RuO7,True
Rb3Ce(PSe4)2,False
Na2In4SiS5O24,False
Sr24Fe16O55,True
Sr2HfWO6,True
TiFeSb,True
RbSmO2,False
Ce(GePd)2,True
Cs6Ho21Te34Cl,False
NbAl3SiS5O24,False
Li4Ti2Ni5O12,False
SiRh3,True
Ba2SmMgMoO6,False
Ba2Cr3O7,True
AlTlSi3O8,False
CuH4Pb2(ClO2)2,False
Li7V7(P4O17)2,False
K6MgO4,False
Eu2HfFeO6,True
Co5NiN4,True
K2RbNbF6,True
BiP3NO10,False
LiCrCO3F2,False
Rb3NaBe2F8,False
NaPr2Se3,True
Er2(Ni5B3)3,True
LiCrCo3O8,True
C12BrF9,False
BaAl2Si3(W2O5)2,True
MnV3Cu2(PO4)6,True
Zr9Mo4O3,True
Sr13Hg58,False
ScSn2,True
Li4Fe3Co3(NiO8)2,True
Hf9BOs4,True
Nd3Ga,True
Hf3I,True
Fe2Cu3(CN)12,True
HoMg2Sc,True
In8PbN6,False
Mn4Sb3As,True
SmH8S3N3O10,False
NaSr2Mg,True
NaCaZrP(SO6)2,False
Tm(BO2)3,False
GdTh3,True
Nd2CdGe2,True
Y2Ga2Fe15,True
Ba3Fe2BrO5,True
CaHoCr2O6,True
LiB12PC,False
HoAgPb,True
Li26(B24O)3,True
U3Al2Si3,True
HoSi2Ni,True
Cs3Re6Se8(Cl3O)2,True
Ta3CrS6,True
LaTh4O10,True
Bi2SO2,False
Mg2P2H4O9,False
CsNbC6,False
MnH8C2NCl3,False
TbPRu2C,True
NaTaTi3(PO4)6,False
Mg7Co,True
InI3,False
LaH4C2SO8,False
Gd(AlFe)6,True
Li10B14Cl2O25,False
Zn3Sb2H18(Se2N3)3,False
Sr4SiP4,False
Ce5Ge2Ru,True
Ir3Os,True
H6CSN2O,False
HfZrHg2,True
MgBeAl4O8,False
RbBe2BO3F2,False
Rb2CaAs2,True
Sr2VInO6,False
PrEuHfCrO6,False
LiH4CSNO2,False
K3Sm4(CuTe2)5,False
Cs2YCuI6,False
HgAsO4,False
MgCoGe,True
Li4Ti3Fe3(SbO8)2,False
Sc7(Mn3Ge4)2,True
HoH16C2S2NO12,False
CsMnGa2P3(H2O7)2,False
Ce4CrS7,True
La2ZnSb3,False
Rb2In3,True
BaZnCrF7,False
La3Sc,True
Li2PrAs2,True
MnFeSi4,True
Nd4Re6O19,False
NaGdS2,False
PrMgCr2O6,False
Cu5Si2S7,True
Na6Nb8Si11SO48,False
AgPd2Pb,False
SmRe2,True
NaNb6O15F,False
Hf27(Si3P5)2,True
Sr2Al7Ge,True
BeZn3S4,False
ThRh2,True
Li8Ag5,True
Nd3GaCoSe7,True
CsLa6FeI10,False
Na2Pt(ClO)6,False
CeSn3Pd2,True
Na5(ZnSn5)2,True
La4GdSc15(BO3)20,False
Ca5(SiN3)2,False
Sc6NiTe2,True
Th(CoAs)2,True
Pr3Bi4Pt3,True
ThCu6,True
Nd(ClO4)3,False
CaWN3,False
YTmTe2,True
V4CuNiO12,False
Ga2SeS,False
HgIrO3,True
Li4Mn2Fe3P6WO24,False
Ca(SiPd)2,True
H12RuC4S2N(ClO)3,False
Mg3Si4(SbO7)2,False
K2PuCl6,False
Ca(ZnSb)2,True
CaNiP2WO9,True
LaMg14Si,True
ZrHg3(SBr3)2,False
Li6Nd6Sb(TeO8)3,True
Tb4Ga12Pd,True
HoScGe,True
Dy3Ni2,True
Ga2PbS4,False
La5Sn3Br,True
Al3ZnCr8,True
SrLuCuSe3,False
Li5V4O12F,False
Ag2H12C6N3Cl,False
AgAsSe2,True
K2Se(SO3)2,False
CoP6(WO8)3,True
P2PdPbO7,False
Tb2(GePt3)3,True
SmMoClO4,False
Tm2ZnTc,True
CdH8C2S2(BrN2)2,False
Mn(FeN)2,True
Sr3MgCo2S2O5,True
GaCoRh2,True
SrNiF6,False
Sm4Rh,True
TeF4,False
NbRhO4,False
Nd(NO3)3,False
Na4VHO5,False
Ce(Re2Si)2,True
PmYCu2,True
Li3TiS3,True
ErAlCu,True
Mg3SiO5F,False
Na5Ca3HfP3(SO8)3,False
Cu(Mo3S4)2,True
CeAu3,True
Eu2FeWO6,True
La4Mn3NiO12,False
Cd2InBi,True
La3Fe5O12,False
HoCuP2,True
Li4Co(SiO3)3,False
LaMg14Mn,True
NdAlCo4,True
La7SmMnFe7O20,False
Co7SnN6,True
Sc2CuAu,True
CrIrO6,True
Eu5Si3,True
EuNi3,True
Zr6Ga16Rh7,True
LiTa4O12,True
Na9Ta2Zn4(PO4)9,False
